name,description,styleUrl,ExtendedData/Data/0/value,ExtendedData/Data/0/_name,ExtendedData/Data/1/value,ExtendedData/Data/1/_name,ExtendedData/Data/2/value,ExtendedData/Data/2/_name,ExtendedData/Data/3/value,ExtendedData/Data/3/_name,Point/coordinates,label
埼玉19 みなの,﻿id: 11019<br>name: みなの<br>lat: 36.0769587<br>lng: 139.1096496,#icon-1899-DB4436-labelson,11019,﻿id,みなの,name,36.0769587,lat,139.1096496,lng,139.109649636.0769587,4
埼玉20 和紙の里ひがしちちぶ,﻿id: 11020<br>name: 和紙の里ひがしちちぶ<br>lat: 36.052482<br>lng: 139.203506,#icon-1899-DB4436-labelson,11020,﻿id,和紙の里ひがしちちぶ,name,36.052482,lat,139.203506,lng,139.20350636.052482,4
千葉1 とみうら,﻿id: 12001<br>name: とみうら<br>lat: 35.0376773<br>lng: 139.8371306,#icon-1899-DB4436-labelson,12001,﻿id,とみうら,name,35.0376773,lat,139.8371306,lng,139.837130635.0376773,6
千葉2 三芳村,﻿id: 12002<br>name: 三芳村<br>lat: 35.0341006<br>lng: 139.8948453,#icon-1899-DB4436-labelson,12002,﻿id,三芳村,name,35.0341006,lat,139.8948453,lng,139.894845335.0341006,6
千葉3 やちよ,﻿id: 12003<br>name: やちよ<br>lat: 35.7584154<br>lng: 140.1067486,#icon-1899-DB4436-labelson,12003,﻿id,やちよ,name,35.7584154,lat,140.1067486,lng,140.106748635.7584154,1
千葉4 きょなん,﻿id: 12004<br>name: きょなん<br>lat: 35.1279707<br>lng: 139.8371002,#icon-1899-DB4436-labelson,12004,﻿id,きょなん,name,35.1279707,lat,139.8371002,lng,139.837100235.1279707,6
千葉5 鴨川オーシャンパーク,﻿id: 12005<br>name: 鴨川オーシャンパーク<br>lat: 35.0638015<br>lng: 140.0770891,#icon-1899-DB4436-labelson,12005,﻿id,鴨川オーシャンパーク,name,35.0638015,lat,140.0770891,lng,140.077089135.0638015,6
千葉6 ローズマリー公園,﻿id: 12006<br>name: ローズマリー公園<br>lat: 35.0087388<br>lng: 139.9752655,#icon-1899-DB4436-labelson,12006,﻿id,ローズマリー公園,name,35.0087388,lat,139.9752655,lng,139.975265535.0087388,6
千葉7 ふれあいパーク・きみつ,﻿id: 12007<br>name: ふれあいパーク・きみつ<br>lat: 35.198557<br>lng: 140.069545,#icon-1899-DB4436-labelson,12007,﻿id,ふれあいパーク・きみつ,name,35.198557,lat,140.069545,lng,140.06954535.198557,6
千葉8 しょうなん,﻿id: 12008<br>name: しょうなん<br>lat: 35.8577705<br>lng: 140.0232539,#icon-1899-DB4436-labelson,12008,﻿id,しょうなん,name,35.8577705,lat,140.0232539,lng,140.023253935.8577705,1
千葉9 たけゆらの里おおたき,﻿id: 12009<br>name: たけゆらの里おおたき<br>lat: 35.254825<br>lng: 140.258616,#icon-1899-DB4436-labelson,12009,﻿id,たけゆらの里おおたき,name,35.254825,lat,140.258616,lng,140.25861635.254825,6
千葉10 多古,﻿id: 12010<br>name: 多古<br>lat: 35.7312831<br>lng: 140.4752846,#icon-1899-DB4436-labelson,12010,﻿id,多古,name,35.7312831,lat,140.4752846,lng,140.475284635.7312831,1
千葉11 あずの里いちはら,﻿id: 12011<br>name: あずの里いちはら<br>lat: 35.4638588<br>lng: 140.109646,#icon-1899-DB4436-labelson,12011,﻿id,あずの里いちはら,name,35.4638588,lat,140.109646,lng,140.10964635.4638588,6
千葉12 くりもと,﻿id: 12012<br>name: くりもと<br>lat: 35.805852<br>lng: 140.4699424,#icon-1899-DB4436-labelson,12012,﻿id,くりもと,name,35.805852,lat,140.4699424,lng,140.469942435.805852,1
千葉13 ちくら・潮風王国,﻿id: 12013<br>name: ちくら・潮風王国<br>lat: 34.9299008<br>lng: 139.9520926,#icon-1899-DB4436-labelson,12013,﻿id,ちくら・潮風王国,name,34.9299008,lat,139.9520926,lng,139.952092634.9299008,6
千葉14 富楽里とみやま,﻿id: 12014<br>name: 富楽里とみやま<br>lat: 35.1005082<br>lng: 139.8556137,#icon-1899-DB4436-labelson,12014,﻿id,富楽里とみやま,name,35.1005082,lat,139.8556137,lng,139.855613735.1005082,6
千葉15 おおつの里,﻿id: 12015<br>name: おおつの里<br>lat: 35.0577165<br>lng: 139.8603645,#icon-1899-DB4436-labelson,12015,﻿id,おおつの里,name,35.0577165,lat,139.8603645,lng,139.860364535.0577165,6
千葉16 オライはすぬま,﻿id: 12016<br>name: オライはすぬま<br>lat: 35.6017957<br>lng: 140.5015935,#icon-1899-DB4436-labelson,12016,﻿id,オライはすぬま,name,35.6017957,lat,140.5015935,lng,140.501593535.6017957,1
千葉17 ながら,﻿id: 12017<br>name: ながら<br>lat: 35.4573078<br>lng: 140.2066599,#icon-1899-DB4436-labelson,12017,﻿id,ながら,name,35.4573078,lat,140.2066599,lng,140.206659935.4573078,1
千葉18 つどいの郷むつざわ,﻿id: 12018<br>name: つどいの郷むつざわ<br>lat: 35.352183<br>lng: 140.3036799,#icon-1899-DB4436-labelson,12018,﻿id,つどいの郷むつざわ,name,35.352183,lat,140.3036799,lng,140.303679935.352183,6
千葉19 白浜野島崎,﻿id: 12019<br>name: 白浜野島崎<br>lat: 34.9062489<br>lng: 139.8773874,#icon-1899-DB4436-labelson,12019,﻿id,白浜野島崎,name,34.9062489,lat,139.8773874,lng,139.877387434.9062489,6
千葉20 南房パラダイス,﻿id: 12020<br>name: 南房パラダイス<br>lat: 34.9398785<br>lng: 139.8216178,#icon-1899-DB4436-labelson,12020,﻿id,南房パラダイス,name,34.9398785,lat,139.8216178,lng,139.821617834.9398785,6
千葉21 水の郷さわら,﻿id: 12021<br>name: 水の郷さわら<br>lat: 35.896313<br>lng: 140.505908,#icon-1899-DB4436-labelson,12021,﻿id,水の郷さわら,name,35.896313,lat,140.505908,lng,140.50590835.896313,1
千葉22 風和里しばやま,﻿id: 12022<br>name: 風和里しばやま<br>lat: 35.6950636<br>lng: 140.4100301,#icon-1899-DB4436-labelson,12022,﻿id,風和里しばやま,name,35.6950636,lat,140.4100301,lng,140.410030135.6950636,1
千葉23 和田浦　WA・O！,﻿id: 12023<br>name: 和田浦　WA・O！<br>lat: 35.042582<br>lng: 140.02057,#icon-1899-DB4436-labelson,12023,﻿id,和田浦　WA・O！,name,35.042582,lat,140.02057,lng,140.0205735.042582,6
千葉24 発酵の里こうざき,﻿id: 12024<br>name: 発酵の里こうざき<br>lat: 35.90023<br>lng: 140.3797,#icon-1899-DB4436-labelson,12024,﻿id,発酵の里こうざき,name,35.90023,lat,140.3797,lng,140.379735.90023,1
千葉25 季楽里あさひ,﻿id: 12025<br>name: 季楽里あさひ<br>lat: 35.71785572<br>lng: 140.675557,#icon-1899-DB4436-labelson,12025,﻿id,季楽里あさひ,name,35.71785572,lat,140.675557,lng,140.67555735.71785572,1
千葉26 保田小学校,﻿id: 12026<br>name: 保田小学校<br>lat: 35.1430213<br>lng: 139.8439449,#icon-1899-DB4436-labelson,12026,﻿id,保田小学校,name,35.1430213,lat,139.8439449,lng,139.843944935.1430213,6
千葉27 みのりの郷東金,﻿id: 12027<br>name: みのりの郷東金<br>lat: 35.5772141<br>lng: 140.3836754,#icon-1899-DB4436-labelson,12027,﻿id,みのりの郷東金,name,35.5772141,lat,140.3836754,lng,140.383675435.5772141,1
千葉28 木更津うまくたの里（平成29年度オープン予定）,﻿id: 12028<br>name: 木更津うまくたの里（平成29年度オープン予定）<br>lat: 35.359948<br>lng: 140.052479,#icon-1899-DB4436-labelson,12028,﻿id,木更津うまくたの里（平成29年度オープン予定）,name,35.359948,lat,140.052479,lng,140.05247935.359948,6
千葉29 いちかわ,﻿id: 12029<br>name: いちかわ<br>lat: 35.7488419<br>lng: 139.9194133,#icon-1899-DB4436-labelson,12029,﻿id,いちかわ,name,35.7488419,lat,139.9194133,lng,139.919413335.7488419,1
東京1 八王子滝山,﻿id: 13001<br>name: 八王子滝山<br>lat: 35.6866238<br>lng: 139.3414749,#icon-1899-DB4436-labelson,13001,﻿id,八王子滝山,name,35.6866238,lat,139.3414749,lng,139.341474935.6866238,9
神奈川1 箱根峠,﻿id: 14001<br>name: 箱根峠<br>lat: 35.1867643<br>lng: 139.0156098,#icon-1899-DB4436-labelson,14001,﻿id,箱根峠,name,35.1867643,lat,139.0156098,lng,139.015609835.1867643,9
神奈川2 山北,﻿id: 14002<br>name: 山北<br>lat: 35.3798757<br>lng: 139.0314839,#icon-1899-DB4436-labelson,14002,﻿id,山北,name,35.3798757,lat,139.0314839,lng,139.031483935.3798757,9
神奈川3 清川,﻿id: 14003<br>name: 清川<br>lat: 35.4825222<br>lng: 139.2771732,#icon-1899-DB4436-labelson,14003,﻿id,清川,name,35.4825222,lat,139.2771732,lng,139.277173235.4825222,9
山梨1 とみざわ,﻿id: 19001<br>name: とみざわ<br>lat: 35.2417855<br>lng: 138.4850509,#icon-1899-DB4436-labelson,19001,﻿id,とみざわ,name,35.2417855,lat,138.4850509,lng,138.485050935.2417855,3
山梨2 甲斐大和,﻿id: 19002<br>name: 甲斐大和<br>lat: 35.6359342<br>lng: 138.7927141,#icon-1899-DB4436-labelson,19002,﻿id,甲斐大和,name,35.6359342,lat,138.7927141,lng,138.792714135.6359342,9
山梨3 なるさわ,﻿id: 19003<br>name: なるさわ<br>lat: 35.480152<br>lng: 138.698504,#icon-1899-DB4436-labelson,19003,﻿id,なるさわ,name,35.480152,lat,138.698504,lng,138.69850435.480152,9
山梨4 みとみ,﻿id: 19004<br>name: みとみ<br>lat: 35.8625522<br>lng: 138.7552499,#icon-1899-DB4436-labelson,19004,﻿id,みとみ,name,35.8625522,lat,138.7552499,lng,138.755249935.8625522,3
山梨5 しもべ,﻿id: 19005<br>name: しもべ<br>lat: 35.469985<br>lng: 138.512894,#icon-1899-DB4436-labelson,19005,﻿id,しもべ,name,35.469985,lat,138.512894,lng,138.51289435.469985,3
山梨6 とよとみ,﻿id: 19006<br>name: とよとみ<br>lat: 35.5849397<br>lng: 138.5452121,#icon-1899-DB4436-labelson,19006,﻿id,とよとみ,name,35.5849397,lat,138.5452121,lng,138.545212135.5849397,3
山梨7 にらさき,﻿id: 19007<br>name: にらさき<br>lat: 35.7484117<br>lng: 138.4385896,#icon-1899-DB4436-labelson,19007,﻿id,にらさき,name,35.7484117,lat,138.4385896,lng,138.438589635.7484117,3
山梨8 どうし,﻿id: 19008<br>name: どうし<br>lat: 35.503387<br>lng: 138.989848,#icon-1899-DB4436-labelson,19008,﻿id,どうし,name,35.503387,lat,138.989848,lng,138.98984835.503387,9
山梨9 かつやま,﻿id: 19009<br>name: かつやま<br>lat: 35.5043462<br>lng: 138.7343049,#icon-1899-DB4436-labelson,19009,﻿id,かつやま,name,35.5043462,lat,138.7343049,lng,138.734304935.5043462,9
山梨10 花かげの郷まきおか,﻿id: 19010<br>name: 花かげの郷まきおか<br>lat: 35.7544617<br>lng: 138.7183679,#icon-1899-DB4436-labelson,19010,﻿id,花かげの郷まきおか,name,35.7544617,lat,138.7183679,lng,138.718367935.7544617,3
山梨11 はくしゅう,﻿id: 19011<br>name: はくしゅう<br>lat: 35.8103246<br>lng: 138.3306551,#icon-1899-DB4436-labelson,19011,﻿id,はくしゅう,name,35.8103246,lat,138.3306551,lng,138.330655135.8103246,3
山梨12 富士吉田,﻿id: 19012<br>name: 富士吉田<br>lat: 35.4591861<br>lng: 138.8019802,#icon-1899-DB4436-labelson,19012,﻿id,富士吉田,name,35.4591861,lat,138.8019802,lng,138.801980235.4591861,9
山梨13 南きよさと,﻿id: 19013<br>name: 南きよさと<br>lat: 35.8657383<br>lng: 138.4277858,#icon-1899-DB4436-labelson,19013,﻿id,南きよさと,name,35.8657383,lat,138.4277858,lng,138.427785835.8657383,3
山梨14 しらね,﻿id: 19014<br>name: しらね<br>lat: 35.6380315<br>lng: 138.471159,#icon-1899-DB4436-labelson,19014,﻿id,しらね,name,35.6380315,lat,138.471159,lng,138.47115935.6380315,3
山梨15 こぶちさわ,﻿id: 19015<br>name: こぶちさわ<br>lat: 35.8789005<br>lng: 138.3167144,#icon-1899-DB4436-labelson,19015,﻿id,こぶちさわ,name,35.8789005,lat,138.3167144,lng,138.316714435.8789005,3
山梨16 みのぶ・富士川観光センター,﻿id: 19016<br>name: みのぶ・富士川観光センター<br>lat: 35.418592<br>lng: 138.437249,#icon-1899-DB4436-labelson,19016,﻿id,みのぶ・富士川観光センター,name,35.418592,lat,138.437249,lng,138.43724935.418592,3
山梨17 たばやま,﻿id: 19017<br>name: たばやま<br>lat: 35.78926<br>lng: 138.923819,#icon-1899-DB4436-labelson,19017,﻿id,たばやま,name,35.78926,lat,138.923819,lng,138.92381935.78926,9
山梨18 富士川,﻿id: 19018<br>name: 富士川<br>lat: 35.557015<br>lng: 138.472064,#icon-1899-DB4436-labelson,19018,﻿id,富士川,name,35.557015,lat,138.472064,lng,138.47206435.557015,3
山梨19 こすげ,﻿id: 19019<br>name: こすげ<br>lat: 35.75396<br>lng: 138.949946,#icon-1899-DB4436-labelson,19019,﻿id,こすげ,name,35.75396,lat,138.949946,lng,138.94994635.75396,9
山梨20 つる,﻿id: 19020<br>name: つる<br>lat: 35.582917<br>lng: 138.931227,#icon-1899-DB4436-labelson,19020,﻿id,つる,name,35.582917,lat,138.931227,lng,138.93122735.582917,9
山梨21 なんぶ,﻿id: 19021<br>name: なんぶ<br>lat: 35.306755<br>lng: 138.446941,#icon-1899-DB4436-labelson,19021,﻿id,なんぶ,name,35.306755,lat,138.446941,lng,138.44694135.306755,3
長野北部1 信州新町,﻿id: 20<br>name: 信州新町<br>lat: 36.585417<br>lng: 138.052742,#icon-1899-DB4436-labelson,20,﻿id,信州新町,name,36.585417,lat,138.052742,lng,138.05274236.585417,0
長野北部2 長野市大岡特産センター,﻿id: 388<br>name: 長野市大岡特産センター<br>lat: 36.5263933<br>lng: 137.9581356,#icon-1899-DB4436-labelson,388,﻿id,長野市大岡特産センター,name,36.5263933,lat,137.9581356,lng,137.958135636.5263933,0
長野北部3 信越さかえ,﻿id: 389<br>name: 信越さかえ<br>lat: 36.9884835<br>lng: 138.5816798,#icon-1899-DB4436-labelson,389,﻿id,信越さかえ,name,36.9884835,lat,138.5816798,lng,138.581679836.9884835,8
長野北部4 小坂田公園,﻿id: 390<br>name: 小坂田公園<br>lat: 36.1063466<br>lng: 137.9881908,#icon-1899-DB4436-labelson,390,﻿id,小坂田公園,name,36.1063466,lat,137.9881908,lng,137.988190836.1063466,0
長野北部5 池田,﻿id: 391<br>name: 池田<br>lat: 36.3970744<br>lng: 137.8846375,#icon-1899-DB4436-labelson,391,﻿id,池田,name,36.3970744,lat,137.8846375,lng,137.884637536.3970744,0
長野北部6 中条,﻿id: 392<br>name: 中条<br>lat: 36.6037997<br>lng: 138.0161699,#icon-1899-DB4436-labelson,392,﻿id,中条,name,36.6037997,lat,138.0161699,lng,138.016169936.6037997,0
長野北部7 みまき,﻿id: 393<br>name: みまき<br>lat: 36.3347839<br>lng: 138.3595655,#icon-1899-DB4436-labelson,393,﻿id,みまき,name,36.3347839,lat,138.3595655,lng,138.359565536.3347839,11
長野北部8 白馬,﻿id: 394<br>name: 白馬<br>lat: 36.65359<br>lng: 137.8473274,#icon-1899-DB4436-labelson,394,﻿id,白馬,name,36.65359,lat,137.8473274,lng,137.847327436.65359,0
長野北部9 ふるさと豊田,﻿id: 395<br>name: ふるさと豊田<br>lat: 36.8005161<br>lng: 138.322324,#icon-1899-DB4436-labelson,395,﻿id,ふるさと豊田,name,36.8005161,lat,138.322324,lng,138.32232436.8005161,8
長野北部10 マルメロの駅ながと,﻿id: 396<br>name: マルメロの駅ながと<br>lat: 36.2729409<br>lng: 138.2575884,#icon-1899-DB4436-labelson,396,﻿id,マルメロの駅ながと,name,36.2729409,lat,138.2575884,lng,138.257588436.2729409,11
長野北部11 ほっとぱ～く・浅科,﻿id: 397<br>name: ほっとぱ～く・浅科<br>lat: 36.2575102<br>lng: 138.4043068,#icon-1899-DB4436-labelson,397,﻿id,ほっとぱ～く・浅科,name,36.2575102,lat,138.4043068,lng,138.404306836.2575102,11
長野北部12 アルプス安曇野　ほりがねの里,﻿id: 398<br>name: アルプス安曇野　ほりがねの里<br>lat: 36.2934956<br>lng: 137.87772,#icon-1899-DB4436-labelson,398,﻿id,アルプス安曇野　ほりがねの里,name,36.2934956,lat,137.87772,lng,137.8777236.2934956,0
長野北部13 安曇野松川,﻿id: 399<br>name: 安曇野松川<br>lat: 36.396278<br>lng: 137.867643,#icon-1899-DB4436-labelson,399,﻿id,安曇野松川,name,36.396278,lat,137.867643,lng,137.86764336.396278,0
長野北部14 風穴の里,﻿id: 400<br>name: 風穴の里<br>lat: 36.1533265<br>lng: 137.7520972,#icon-1899-DB4436-labelson,400,﻿id,風穴の里,name,36.1533265,lat,137.7520972,lng,137.752097236.1533265,0
長野北部15 北信州やまのうち,﻿id: 401<br>name: 北信州やまのうち<br>lat: 36.7413505<br>lng: 138.4046221,#icon-1899-DB4436-labelson,401,﻿id,北信州やまのうち,name,36.7413505,lat,138.4046221,lng,138.404622136.7413505,8
長野北部16 上田　道と川の駅,﻿id: 402<br>name: 上田　道と川の駅<br>lat: 36.407122<br>lng: 138.205586,#icon-1899-DB4436-labelson,402,﻿id,上田　道と川の駅,name,36.407122,lat,138.205586,lng,138.20558636.407122,11
長野北部17 信州蔦木宿,﻿id: 403<br>name: 信州蔦木宿<br>lat: 35.8632686<br>lng: 138.2769108,#icon-1899-DB4436-labelson,403,﻿id,信州蔦木宿,name,35.8632686,lat,138.2769108,lng,138.276910835.8632686,3
長野北部18 しなの,﻿id: 404<br>name: しなの<br>lat: 36.8182909<br>lng: 138.1901619,#icon-1899-DB4436-labelson,404,﻿id,しなの,name,36.8182909,lat,138.1901619,lng,138.190161936.8182909,8
長野北部19 小谷,﻿id: 405<br>name: 小谷<br>lat: 36.8452608<br>lng: 137.9004404,#icon-1899-DB4436-labelson,405,﻿id,小谷,name,36.8452608,lat,137.9004404,lng,137.900440436.8452608,0
長野北部20 さかきた,﻿id: 406<br>name: さかきた<br>lat: 36.4263776<br>lng: 138.0121237,#icon-1899-DB4436-labelson,406,﻿id,さかきた,name,36.4263776,lat,138.0121237,lng,138.012123736.4263776,0
長野北部21 ぽかぽかランド美麻,﻿id: 407<br>name: ぽかぽかランド美麻<br>lat: 36.6053378<br>lng: 137.895563,#icon-1899-DB4436-labelson,407,﻿id,ぽかぽかランド美麻,name,36.6053378,lat,137.895563,lng,137.89556336.6053378,0
長野北部22 オアシスおぶせ,﻿id: 408<br>name: オアシスおぶせ<br>lat: 36.689123<br>lng: 138.2948649,#icon-1899-DB4436-labelson,408,﻿id,オアシスおぶせ,name,36.689123,lat,138.2948649,lng,138.294864936.689123,8
長野北部23 雷電くるみの里,﻿id: 409<br>name: 雷電くるみの里<br>lat: 36.3557148<br>lng: 138.3738973,#icon-1899-DB4436-labelson,409,﻿id,雷電くるみの里,name,36.3557148,lat,138.3738973,lng,138.373897336.3557148,11
長野北部24 花の駅　千曲川,﻿id: 410<br>name: 花の駅　千曲川<br>lat: 36.8815106<br>lng: 138.3877614,#icon-1899-DB4436-labelson,410,﻿id,花の駅　千曲川,name,36.8815106,lat,138.3877614,lng,138.387761436.8815106,8
長野北部25 あおき,﻿id: 411<br>name: あおき<br>lat: 36.372865<br>lng: 138.140884,#icon-1899-DB4436-labelson,411,﻿id,あおき,name,36.372865,lat,138.140884,lng,138.14088436.372865,11
長野北部26 おがわ,﻿id: 412<br>name: おがわ<br>lat: 36.6132998<br>lng: 137.9905563,#icon-1899-DB4436-labelson,412,﻿id,おがわ,name,36.6132998,lat,137.9905563,lng,137.990556336.6132998,0
長野北部27 美ヶ原高原,﻿id: 413<br>name: 美ヶ原高原<br>lat: 36.2306352<br>lng: 138.1403249,#icon-1899-DB4436-labelson,413,﻿id,美ヶ原高原,name,36.2306352,lat,138.1403249,lng,138.140324936.2306352,11
長野北部28 今井　恵みの里,﻿id: 414<br>name: 今井　恵みの里<br>lat: 36.148281<br>lng: 137.9027543,#icon-1899-DB4436-labelson,414,﻿id,今井　恵みの里,name,36.148281,lat,137.9027543,lng,137.902754336.148281,0
長野北部29 FARMUS 木島平,﻿id: 7993<br>name: FARMUS 木島平<br>lat: 36.8521479<br>lng: 138.388223,#icon-1899-DB4436-labelson,7993,﻿id,FARMUS 木島平,name,36.8521479,lat,138.388223,lng,138.38822336.8521479,8
長野北部30 ヘルシーテラス佐久南,﻿id: 14138<br>name: ヘルシーテラス佐久南<br>lat: 36.236692<br>lng: 138.440822,#icon-1899-DB4436-labelson,14138,﻿id,ヘルシーテラス佐久南,name,36.236692,lat,138.440822,lng,138.44082236.236692,11
長野北部31 女神の里 たてしな,﻿id: 14175<br>name: 女神の里 たてしな<br>lat: 36.276288<br>lng: 138.331675,#icon-1899-DB4436-labelson,14175,﻿id,女神の里 たてしな,name,36.276288,lat,138.331675,lng,138.33167536.276288,11
長野北部32 いくさかの郷（平成30年オープン予定）,﻿id: 14192<br>name: いくさかの郷<br>lat: 36.424401<br>lng: 137.931402,#icon-1899-DB4436-labelson,14192,﻿id,いくさかの郷,name,36.424401,lat,137.931402,lng,137.93140236.424401,0